"customerkey","geographykey","customeralternatekey","title","fullname","birthdate","maritalstatus","gender","yearlyincome","totalchildren","numberchildrenathome","englisheducation","spanisheducation","frencheducation","englishoccupation","numbercarsowned","addressline1","addressline2","phone","datefirstpurchase","commutedistance"
25155,311,"AW00025155",NULL,"Theresa Alonso","1981-07-02","S","F","110000.00",3,2,"Bachelors","Licenciatura","Bac + 4","Management",4,"4790 Curletto Drive",NULL,"309-555-0129","2022-05-29","2-5 Miles"
25156,336,"AW00025156",NULL,"Catherine Peterson","1971-03-24","S","F","130000.00",1,1,"Graduate Degree","Estudios de postgrado","Bac + 3","Management",4,"6956 Peach Place",NULL,"588-555-0128","2022-02-11","0-1 Miles"
25157,66,"AW00025157",NULL,"Destiny Miller","1969-08-15","S","F","80000.00",4,3,"Bachelors","Licenciatura","Bac + 4","Management",1,"9817 Cook Street",NULL,"603-555-0175","2022-07-03","2-5 Miles"
25158,611,"AW00025158",NULL,"Stephanie Long","1969-09-13","M","F","90000.00",5,5,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Professional",3,"993 Piedmont Dr.",NULL,"155-555-0120","2022-09-04","0-1 Miles"
25159,637,"AW00025159",NULL,"Katelyn Cooper","1970-01-24","S","F","100000.00",5,2,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Professional",0,"1635 Carmel Dr",NULL,"818-555-0126","2022-09-24","2-5 Miles"
25160,642,"AW00025160",NULL,"Mackenzie Stewart","1981-02-16","S","F","100000.00",5,2,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Professional",1,"3646 Snyder Lane",NULL,"577-555-0117","2022-06-15","2-5 Miles"
25161,343,"AW00025161",NULL,"Isabella Flores","1975-05-10","M","F","130000.00",3,2,"Bachelors","Licenciatura","Bac + 4","Management",3,"3628 Mt. McKinley Ct.",NULL,"460-555-0110","2022-05-25","0-1 Miles"
25162,374,"AW00025162",NULL,"Bryan Morris","1975-11-08","S","M","160000.00",1,1,"Bachelors","Licenciatura","Bac + 4","Management",3,"9634 S. Silver Spring",NULL,"729-555-0131","2022-05-14","0-1 Miles"
25163,334,"AW00025163",NULL,"Natalie Griffin","1961-10-23","M","F","70000.00",3,2,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Professional",0,"8210 Mines Road",NULL,"193-555-0158","2022-05-17","5-10 Miles"
25164,301,"AW00025164",NULL,"Isaac Parker","1962-02-21","M","M","70000.00",3,2,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Professional",1,"2068 Suzanne Dr.",NULL,"762-555-0149","2022-05-18","0-1 Miles"
25165,298,"AW00025165",NULL,"Ashley Brown","1961-07-17","M","F","70000.00",4,3,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Professional",0,"1440 Willow Pass Dr.",NULL,"344-555-0118","2022-12-16","0-1 Miles"
25166,345,"AW00025166",NULL,"Miguel Jenkins","1961-10-01","S","M","70000.00",4,3,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Professional",0,"2570 Thames Dr.",NULL,"816-555-0150","2022-09-25","5-10 Miles"
25167,358,"AW00025167",NULL,"Elijah Hughes","1962-05-13","M","M","80000.00",3,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Professional",1,"5478 Hill Ct",NULL,"240-555-0159","2022-11-20","0-1 Miles"
25168,299,"AW00025168",NULL,"Micheal Hernandez","1960-10-22","M","M","80000.00",2,0,"Partial High School","Educación secundaria (en curso)","Niveau bac","Skilled Manual",2,"8210 Mines Road",NULL,"158-555-0134","2022-08-23","5-10 Miles"
25169,352,"AW00025169",NULL,"Angel Peterson","1940-03-01","S","M","130000.00",1,2,"Graduate Degree","Estudios de postgrado","Bac + 3","Management",3,"8201 Lyon Circle",NULL,"333-555-0176","2022-05-22","0-1 Miles"
25228,12,"AW00025228",NULL,"Brad Ashe","1975-10-11","S","M","70000.00",0,0,"Bachelors","Licenciatura","Bac + 4","Professional",1,"1491 Marina Vill Pkwy",NULL,"1 (11) 500 555-0161","2021-12-22","5-10 Miles"
25170,618,"AW00025170",NULL,"Logan Walker","1974-05-14","M","M","90000.00",0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Professional",1,"8245 Pinehurst Court",NULL,"925-555-0129","2022-10-18","10+ Miles"
25171,543,"AW00025171",NULL,"Christopher Rodriguez","1974-03-18","M","M","90000.00",0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Professional",1,"891 Thornwood Dr.",NULL,"959-555-0135","2022-04-26","10+ Miles"
25172,348,"AW00025172",NULL,"Evan Gray","1969-05-15","M","M","130000.00",3,2,"Bachelors","Licenciatura","Bac + 4","Management",4,"9966 Vallet Crest Dr.",NULL,"207-555-0111","2022-06-19","0-1 Miles"
25173,54,"AW00025173",NULL,"Melissa Stewart","1967-11-02","M","F","80000.00",5,4,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Professional",2,"8679 Mt. Tooth Place",NULL,"445-555-0114","2022-06-18","5-10 Miles"
25174,491,"AW00025174",NULL,"Monica Smith","1968-02-10","M","F","90000.00",5,4,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Professional",4,"4214 Willbrook Court",NULL,"822-555-0184","2022-05-24","5-10 Miles"
25175,618,"AW00025175",NULL,"Nathan Chen","1968-04-02","S","M","100000.00",1,2,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Professional",3,"2238 Pine Street",NULL,"250-555-0110","2022-05-14","5-10 Miles"
25176,347,"AW00025176",NULL,"Edward Flores","1967-12-12","S","M","130000.00",1,2,"Bachelors","Licenciatura","Bac + 4","Management",4,"9542 Dubne Court",NULL,"116-555-0180","2022-09-24","0-1 Miles"
25177,49,"AW00025177",NULL,"Alberto Gomez","1978-03-12","M","M","70000.00",5,4,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Professional",3,"4823 Park Blvd.",NULL,"837-555-0140","2023-01-25","5-10 Miles"
25178,614,"AW00025178",NULL,"Jasmine Kelly","1972-04-17","M","F","80000.00",5,4,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Professional",3,"6833 Filomena",NULL,"366-555-0155","2023-01-05","1-2 Miles"
25179,614,"AW00025179",NULL,"Miguel Thompson","1966-08-05","M","M","80000.00",5,4,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Professional",3,"7284 Adobe Dr.",NULL,"798-555-0146","2022-09-25","5-10 Miles"
25180,626,"AW00025180",NULL,"Ana Simmons","1966-09-22","S","F","90000.00",4,3,"High School","Educación secundaria","Bac + 2","Professional",1,"9094 Reading Dr",NULL,"354-555-0127","2022-05-21","5-10 Miles"
25181,547,"AW00025181",NULL,"Jesse Torres","1966-12-20","M","M","90000.00",4,3,"High School","Educación secundaria","Bac + 2","Professional",1,"9732 Hamilton Ct.",NULL,"225-555-0119","2022-03-04","5-10 Miles"
25182,548,"AW00025182",NULL,"Natalie Simmons","1972-03-01","M","F","90000.00",4,3,"High School","Educación secundaria","Bac + 2","Professional",2,"1201 Olive Hill",NULL,"930-555-0153","2022-06-20","1-2 Miles"
25183,637,"AW00025183",NULL,"Michael Thomas","1966-10-04","M","M","90000.00",4,3,"High School","Educación secundaria","Bac + 2","Professional",2,"5734 Ashford Court",NULL,"595-555-0169","2022-06-14","1-2 Miles"
25184,310,"AW00025184",NULL,"Peter Tang","1966-09-22","S","M","110000.00",1,3,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Professional",4,"9094 William Reed Dr",NULL,"211-555-0161","2022-05-11","5-10 Miles"
25186,369,"AW00025186",NULL,"Angelica Coleman","1961-04-01","M","F","80000.00",3,2,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Professional",1,"9866 Santa Lucia Dr",NULL,"166-555-0174","2022-05-15","5-10 Miles"
25187,546,"AW00025187",NULL,"Sydney Scott","1941-02-11","M","F","50000.00",2,0,"Graduate Degree","Estudios de postgrado","Bac + 3","Management",2,"5601 Garrow Drive",NULL,"895-555-0191","2023-01-21","5-10 Miles"
25188,66,"AW00025188",NULL,"Kevin Li","1941-07-12","M","M","40000.00",3,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Professional",2,"4914 Sierra Drive",NULL,"640-555-0153","2022-05-02","5-10 Miles"
25189,611,"AW00025189",NULL,"Aidan Hayes","1952-10-08","M","M","50000.00",2,0,"Graduate Degree","Estudios de postgrado","Bac + 3","Management",2,"1584 S. Forest Hill",NULL,"744-555-0145","2023-01-01","5-10 Miles"
25190,553,"AW00025190",NULL,"Allison Morris","1941-12-12","M","F","60000.00",2,0,"Graduate Degree","Estudios de postgrado","Bac + 3","Management",2,"5514 Cape Cod Way",NULL,"140-555-0158","2022-09-13","5-10 Miles"
25191,339,"AW00025191",NULL,"Austin Gonzales","1941-12-08","S","M","120000.00",1,3,"Graduate Degree","Estudios de postgrado","Bac + 3","Management",4,"1254 Roux Court",NULL,"678-555-0120","2022-05-20","2-5 Miles"
25192,612,"AW00025192",NULL,"Janet Gill","1966-01-29","S","F","90000.00",4,3,"High School","Educación secundaria","Bac + 2","Professional",3,"91 Kalima Place",NULL,"921-555-0114","2022-05-12","5-10 Miles"
25193,626,"AW00025193",NULL,"Stephanie Howard","1971-10-05","S","F","90000.00",4,3,"High School","Educación secundaria","Bac + 2","Professional",4,"8850 Via Del Sol",NULL,"886-555-0125","2022-06-03","5-10 Miles"
25194,548,"AW00025194",NULL,"Jada Bell","1959-12-08","S","F","70000.00",3,0,"Partial High School","Educación secundaria (en curso)","Niveau bac","Skilled Manual",2,"2751 Fabian Way",NULL,"928-555-0194","2022-07-02","5-10 Miles"
25195,311,"AW00025195",NULL,"Alexandra Wilson","1960-04-18","S","F","70000.00",3,0,"Partial High School","Educación secundaria (en curso)","Niveau bac","Skilled Manual",2,"6441 Gordon Ct.",NULL,"890-555-0148","2022-08-12","1-2 Miles"
25196,52,"AW00025196",NULL,"Aaron Yang","1971-04-19","M","M","60000.00",2,0,"High School","Educación secundaria","Bac + 2","Professional",2,"3005 Ruby Lane",NULL,"685-555-0147","2022-11-06","5-10 Miles"
25197,385,"AW00025197",NULL,"Kyle Perry","1959-09-05","M","M","60000.00",2,0,"High School","Educación secundaria","Bac + 2","Professional",2,"2876 Morgan Territory Road",NULL,"657-555-0140","2022-05-12","5-10 Miles"
25198,347,"AW00025198",NULL,"Michelle Ramirez","1965-05-05","M","F","60000.00",2,0,"Partial High School","Educación secundaria (en curso)","Niveau bac","Skilled Manual",2,"6508 Cedar Street",NULL,"549-555-0191","2022-03-21","5-10 Miles"
25199,316,"AW00025199",NULL,"Kyle Griffin","1958-10-19","M","M","60000.00",3,0,"Graduate Degree","Estudios de postgrado","Bac + 3","Management",2,"6512 Button Court",NULL,"340-555-0171","2022-03-13","5-10 Miles"
25200,641,"AW00025200",NULL,"Nathan Williams","1958-02-13","M","M","40000.00",3,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Professional",2,"1201 Paso Del Rio Way",NULL,"838-555-0120","2022-12-25","5-10 Miles"
25201,314,"AW00025201",NULL,"Hunter Gonzalez","1962-03-15","M","M","40000.00",3,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Professional",2,"4289 Wellington Avenue",NULL,"164-555-0130","2022-10-21","5-10 Miles"
25202,545,"AW00025202",NULL,"Jonathan King","1957-01-21","S","M","40000.00",3,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Professional",2,"4201 Logan Court",NULL,"801-555-0140","2022-11-15","5-10 Miles"
25203,298,"AW00025203",NULL,"Caroline Wood","1956-08-22","S","F","40000.00",3,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Professional",2,"8406 S Royal Links Circle",NULL,"579-555-0141","2022-03-13","1-2 Miles"
25204,374,"AW00025204",NULL,"Kelly Barnes","1956-03-19","S","F","40000.00",4,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Professional",2,"8783 Blocking Ct",NULL,"817-555-0110","2022-03-18","1-2 Miles"
25205,300,"AW00025205",NULL,"John Jones","1960-09-10","S","M","30000.00",4,0,"High School","Educación secundaria","Bac + 2","Professional",2,"8113 Carlisle Way",NULL,"825-555-0143","2022-10-31","5-10 Miles"
25206,334,"AW00025206",NULL,"Ryan Bryant","1960-10-02","S","M","30000.00",4,0,"High School","Educación secundaria","Bac + 2","Professional",2,"6658 Radar Blvd",NULL,"837-555-0116","2022-04-01","5-10 Miles"
25207,634,"AW00025207",NULL,"Destiny Moore","1954-08-09","S","F","30000.00",4,0,"High School","Educación secundaria","Bac + 2","Professional",2,"1099 Catalpa Court",NULL,"264-555-0128","2022-05-07","5-10 Miles"
25208,316,"AW00025208",NULL,"Daniel Taylor","1955-04-06","S","M","30000.00",4,0,"High School","Educación secundaria","Bac + 2","Professional",2,"1830 Tabora Drive",NULL,"758-555-0132","2022-05-21","5-10 Miles"
25209,63,"AW00025209",NULL,"Emma Walker","1955-04-03","S","F","30000.00",4,0,"High School","Educación secundaria","Bac + 2","Professional",2,"2601 Amaranth Way",NULL,"885-555-0197","2022-07-25","1-2 Miles"
25210,20,"AW00025210",NULL,"Kathryn Xu","1975-11-22","M","F","60000.00",4,4,"Bachelors","Licenciatura","Bac + 4","Professional",2,"4308 Sand Pointe Lane",NULL,"1 (11) 500 555-0166","2022-06-08","5-10 Miles"
25211,8,"AW00025211",NULL,"Diane Torres","1970-01-11","M","F","60000.00",4,4,"Bachelors","Licenciatura","Bac + 4","Professional",3,"2924 Michigan Blvd.",NULL,"1 (11) 500 555-0143","2022-10-21","10+ Miles"
25212,35,"AW00025212",NULL,"Alberto Ruiz","1968-12-29","M","M","60000.00",5,5,"Bachelors","Licenciatura","Bac + 4","Professional",1,"4775 Kentucky Dr.","Unit E","1 (11) 500 555-0161","2022-11-15","5-10 Miles"
25213,28,"AW00025213",NULL,"Cheryl Gutierrez","1969-03-26","S","F","70000.00",0,0,"Bachelors","Licenciatura","Bac + 4","Professional",1,"1462 Summit View Dr.",NULL,"1 (11) 500 555-0117","2021-11-11","5-10 Miles"
25214,28,"AW00025214",NULL,"Roger Chander","1968-08-03","S","M","70000.00",0,0,"Bachelors","Licenciatura","Bac + 4","Professional",1,"2894 Foothill Way",NULL,"1 (11) 500 555-0130","2021-11-27","5-10 Miles"
25215,32,"AW00025215",NULL,"Natalie Gonzalez","1974-02-11","S","F","70000.00",0,0,"Bachelors","Licenciatura","Bac + 4","Professional",1,"8102 Birch Bark Road",NULL,"1 (11) 500 555-0161","2021-11-04","0-1 Miles"
25216,29,"AW00025216",NULL,"Rachael Raman","1974-06-04","S","F","70000.00",0,0,"Bachelors","Licenciatura","Bac + 4","Professional",1,"4817 Julpum Loop",NULL,"1 (11) 500 555-0195","2022-09-05","5-10 Miles"
25217,20,"AW00025217",NULL,"Byron Martin","1973-04-15","M","M","80000.00",5,5,"Bachelors","Licenciatura","Bac + 4","Professional",4,"4024 Dos Encinas",NULL,"1 (11) 500 555-0166","2022-04-25","0-1 Miles"
25218,34,"AW00025218",NULL,"Christy Sun","1973-02-15","M","F","90000.00",2,2,"Bachelors","Licenciatura","Bac + 4","Professional",0,"2314 Chelsea Way",NULL,"1 (11) 500 555-0156","2021-11-11","0-1 Miles"
25219,13,"AW00025219",NULL,"Karla Lal","1972-09-16","M","F","90000.00",4,4,"Bachelors","Licenciatura","Bac + 4","Professional",0,"352 Margo Dr.",NULL,"1 (11) 500 555-0111","2022-04-06","0-1 Miles"
25220,21,"AW00025220",NULL,"Emily Anderson","1972-11-18","M","F","60000.00",1,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Skilled Manual",1,"1639 Atchinson Stage Ct.",NULL,"1 (11) 500 555-0192","2022-03-10","5-10 Miles"
25221,11,"AW00025221",NULL,"Erica Zhu","1966-10-15","S","F","60000.00",1,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Skilled Manual",1,"424 Yosemite Dr.",NULL,"1 (11) 500 555-0157","2021-11-18","5-10 Miles"
25222,36,"AW00025222",NULL,"Tamara Kumar","1972-04-17","S","F","60000.00",1,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Skilled Manual",1,"5722 Hemlock Ave.",NULL,"1 (11) 500 555-0178","2021-10-28","0-1 Miles"
25223,18,"AW00025223",NULL,"Armando Ortega","1971-09-18","S","M","110000.00",0,0,"Graduate Degree","Estudios de postgrado","Bac + 3","Management",3,"8552 Oak Park Blvd",NULL,"1 (11) 500 555-0187","2022-03-27","1-2 Miles"
25224,3,"AW00025224",NULL,"Keith Kumar","1970-09-24","S","M","70000.00",0,0,"Bachelors","Licenciatura","Bac + 4","Professional",1,"8084 Cardiff Drive",NULL,"1 (11) 500 555-0199","2022-04-02","5-10 Miles"
25225,29,"AW00025225",NULL,"Alicia Yuan","1970-10-22","S","F","70000.00",0,0,"Bachelors","Licenciatura","Bac + 4","Professional",1,"5629 San Francisco",NULL,"1 (11) 500 555-0117","2021-12-07","5-10 Miles"
25226,4,"AW00025226",NULL,"Robert Kumar","1971-05-09","S","M","70000.00",0,0,"Bachelors","Licenciatura","Bac + 4","Professional",1,"6121 Cook Pk",NULL,"1 (11) 500 555-0129","2021-12-22","5-10 Miles"
25227,6,"AW00025227",NULL,"Jaime Gutierrez","1982-01-16","S","M","80000.00",5,5,"Bachelors","Licenciatura","Bac + 4","Professional",4,"4092 Marlene Drive",NULL,"1 (11) 500 555-0154","2022-10-08","1-2 Miles"
25229,16,"AW00025229",NULL,"Autumn Zhou","1969-09-12","S","F","70000.00",0,0,"Bachelors","Licenciatura","Bac + 4","Professional",1,"8096 West M Street",NULL,"1 (11) 500 555-0191","2021-12-17","5-10 Miles"
25230,32,"AW00025230",NULL,"Sophia Carter","1970-05-16","S","F","70000.00",0,0,"Bachelors","Licenciatura","Bac + 4","Professional",1,"5359 S. Silver Spring",NULL,"1 (11) 500 555-0182","2022-05-13","5-10 Miles"
25231,19,"AW00025231",NULL,"Olivia Moore","1964-12-19","S","F","90000.00",1,0,"Bachelors","Licenciatura","Bac + 4","Professional",1,"2856 High St.",NULL,"1 (11) 500 555-0119","2021-12-11","2-5 Miles"
25232,22,"AW00025232",NULL,"Kellie Blanco","1964-09-09","M","F","100000.00",5,0,"Bachelors","Licenciatura","Bac + 4","Professional",1,"2973 Cardinet Drive",NULL,"1 (11) 500 555-0137","2023-01-23","10+ Miles"
25233,40,"AW00025233",NULL,"Nathaniel Ward","1964-11-05","M","M","100000.00",4,0,"Bachelors","Licenciatura","Bac + 4","Professional",1,"558 Levee Rd.",NULL,"1 (11) 500 555-0182","2022-07-11","10+ Miles"
25234,31,"AW00025234",NULL,"Monica Patel","1974-10-06","S","F","70000.00",0,0,"Bachelors","Licenciatura","Bac + 4","Professional",2,"40 Ellis St.",NULL,"1 (11) 500 555-0134","2021-12-20","5-10 Miles"
25235,4,"AW00025235",NULL,"Monique Torres","1968-06-26","M","F","60000.00",1,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Skilled Manual",1,"8421 St. Francis",NULL,"1 (11) 500 555-0181","2021-12-10","5-10 Miles"
25236,9,"AW00025236",NULL,"Lance Martin","1967-07-09","S","M","70000.00",5,4,"Bachelors","Licenciatura","Bac + 4","Professional",2,"4422 Roxbury Drive",NULL,"1 (11) 500 555-0179","2022-09-23","5-10 Miles"
25237,26,"AW00025237",NULL,"Roger Sun","1978-12-12","M","M","70000.00",5,4,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Skilled Manual",2,"7236 Tanager Circle",NULL,"1 (11) 500 555-0165","2023-01-17","5-10 Miles"
25238,17,"AW00025238",NULL,"Kristopher Madan","1967-07-16","M","M","70000.00",5,4,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Skilled Manual",2,"5205 Coralie Drive",NULL,"1 (11) 500 555-0173","2022-06-06","0-1 Miles"
25239,40,"AW00025239",NULL,"Isabella Barnes","1967-12-23","M","F","70000.00",5,4,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Skilled Manual",2,"4055 Leonard Ct.",NULL,"1 (11) 500 555-0177","2022-09-27","0-1 Miles"
25240,19,"AW00025240",NULL,"Ross Rana","1972-08-14","M","M","70000.00",5,4,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Skilled Manual",3,"8869 San Onofre Court",NULL,"1 (11) 500 555-0167","2021-12-23","5-10 Miles"
25241,32,"AW00025241",NULL,"Aaron Powell","1964-06-23","M","M","90000.00",2,0,"Bachelors","Licenciatura","Bac + 4","Professional",1,"9333 Georgia Street",NULL,"1 (11) 500 555-0168","2022-06-19","5-10 Miles"
25242,11,"AW00025242",NULL,"Susan Hu","1969-04-17","S","F","90000.00",2,0,"Bachelors","Licenciatura","Bac + 4","Management",1,"7943 Walnut Ave",NULL,"1 (11) 500 555-0181","2021-12-12","2-5 Miles"
25243,28,"AW00025243",NULL,"Tonya Rai","1963-09-05","S","F","100000.00",4,0,"Bachelors","Licenciatura","Bac + 4","Management",2,"9551 Alet Court",NULL,"1 (11) 500 555-0195","2021-12-14","1-2 Miles"
25244,4,"AW00025244",NULL,"Jay Weber","1962-09-04","S","M","70000.00",1,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Skilled Manual",1,"5785 American Beauty Dr",NULL,"1 (11) 500 555-0176","2022-03-03","5-10 Miles"
25245,2,"AW00025245",NULL,"Francis Gutierrez","1941-08-26","S","M","30000.00",2,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Clerical",2,"7291 Summerfield Dr.",NULL,"1 (11) 500 555-0154","2022-08-15","0-1 Miles"
25246,32,"AW00025246",NULL,"Warren Lal","1941-12-12","M","M","40000.00",2,0,"Bachelors","Licenciatura","Bac + 4","Management",1,"5514 Cape Cod Way",NULL,"1 (11) 500 555-0130","2022-11-09","5-10 Miles"
